iter	Logloss
475	0.3804815352
476	0.3802461587
477	0.3801685675
478	0.3801127005
479	0.3800318389
480	0.3799766239
481	0.3799341593
482	0.379888549
483	0.3796778352
484	0.3795993876
485	0.3795466436
486	0.3794302571
487	0.3793931287
488	0.3792881854
489	0.379192186
490	0.3790652101
491	0.3788651623
492	0.3787593655
493	0.3786736933
494	0.3785637637
495	0.3784533474
496	0.3784072041
497	0.378300714
498	0.3782650454
499	0.378046323
500	0.3779079727
501	0.3778642169
502	0.377798522
503	0.37770345
504	0.3774991912
505	0.3774261981
506	0.3773139295
507	0.3772177271
508	0.377166212
509	0.3770648806
510	0.3769389767
511	0.3768542981
512	0.3768093903
513	0.3766923667
514	0.3766067769
515	0.376486743
516	0.3764362985
517	0.3762071379
518	0.3761062294
519	0.376041776
520	0.3759918574
521	0.3758562964
522	0.3757290581
523	0.3756601004
524	0.375562277
525	0.3754710249
526	0.3754012175
527	0.3753298539
528	0.3752731851
529	0.3752254998
530	0.3751609195
531	0.3751010303
532	0.3750258147
533	0.3748837946
534	0.3746772047
535	0.3746173443
536	0.374436395
537	0.3743882833
538	0.3743307658
539	0.3742297124
540	0.3741882892
541	0.3740943076
542	0.3740009461
543	0.3739174339
544	0.3738399697
545	0.3737721926
546	0.3736303067
547	0.3735631099
548	0.3733954727
549	0.373211354
550	0.3731013172
551	0.3729591542
552	0.372894756
553	0.3728504344
554	0.3728023529
555	0.372746998
556	0.3725928981
557	0.3725468674
558	0.3724461986
559	0.3723991229
560	0.3723519123
561	0.3723006018
562	0.3722174052
563	0.3721401687
564	0.3720642263
565	0.3719884278
566	0.3718834375
567	0.3717553164
568	0.3717019664
569	0.371669129
570	0.3715820701
571	0.3715067982
572	0.371383785
573	0.3712626029
574	0.3711849207
575	0.3711642231
576	0.3710923235
577	0.3710324424
578	0.3709906511
579	0.3708690718
580	0.3708083428
581	0.3707383117
582	0.3706795699
583	0.3706353296
584	0.3705047636
585	0.3704318544
586	0.3703600041
587	0.3702654068
588	0.3702229706
589	0.370137256
590	0.3700194401
591	0.3699181148
592	0.369833794
593	0.3698037987
594	0.3697315663
595	0.3696587296
596	0.3695144056
597	0.3694049197
598	0.3693714985
599	0.3692487703
600	0.3691173297
601	0.3690216483
602	0.368981174
603	0.3689200079
604	0.3688385327
605	0.3688037883
606	0.36867985
607	0.3685324361
608	0.3684974706
609	0.3684274074
610	0.3683184914
611	0.3682329506
612	0.3681641981
613	0.3680445585
614	0.367946433
615	0.3678384173
616	0.3677758863
617	0.3676942917
618	0.3675926698
619	0.3674678337
620	0.3674295807
621	0.3672596963
622	0.3672186345
623	0.3672029074
624	0.3671596009
625	0.367063742
626	0.3669857198
627	0.3668764466
628	0.3667685159
629	0.3666692405
630	0.3665964976
631	0.3665282167
632	0.3664385144
633	0.3663471313
634	0.3662294842
635	0.3661840012
636	0.3660642494
637	0.366000187
638	0.3659587013
639	0.3658686897
640	0.3658010592
641	0.3656765869
642	0.3656374834
643	0.3655624159
644	0.3655082096
645	0.3654435587
646	0.3653562717
647	0.3652806413
648	0.3651998406
649	0.3650966056
650	0.365002802
651	0.3648985758
652	0.3647935661
653	0.3647090613
654	0.3646259862
655	0.3645530764
656	0.3643686803
657	0.364310443
658	0.364216106
659	0.364168502
660	0.3641363728
661	0.3641216284
662	0.3640359719
663	0.3638253167
664	0.363721403
665	0.3636313617
666	0.3635337108
667	0.3634612067
668	0.3633659705
669	0.3633263935
670	0.3632698591
671	0.3631369062
672	0.3631014602
673	0.3630712911
674	0.3629221396
675	0.3628691993
676	0.3628224675
677	0.3627524811
678	0.3627022616
679	0.3626484514
680	0.3625547583
681	0.3624522488
682	0.3624076712
683	0.362363858
684	0.3623230938
685	0.3622492143
686	0.3622124795
687	0.3621187881
688	0.3620799082
689	0.3620220255
690	0.3619955954
691	0.3619374883
692	0.3618769657
693	0.3617807395
694	0.3616982831
695	0.3616449049
696	0.3616055816
697	0.3615806686
698	0.3614848706
699	0.3614285318
700	0.3612662091
701	0.3612095886
702	0.361082764
703	0.3610050299
704	0.3609270615
705	0.3608851499
706	0.3607754515
707	0.360716079
708	0.3606618705
709	0.3606220797
710	0.3605728972
711	0.3605322279
712	0.3604859451
713	0.3603982923
714	0.3603013196
715	0.3601931864
716	0.3601528812
717	0.3600966278
718	0.3600030765
719	0.3599035122
720	0.359803315
721	0.3597210268
722	0.3596594628
723	0.3595675122
724	0.359529429
725	0.3594846307
726	0.3594244448
727	0.3593271316
728	0.3592481852
729	0.3592154666
730	0.3591169443
731	0.3589422364
732	0.3588487148
733	0.3587689848
734	0.3586924562
735	0.3586199977
736	0.3585292186
737	0.3583862706
738	0.3583039968
739	0.3582678796
740	0.3582093429
741	0.3581711186
742	0.3581143621
743	0.3580219622
744	0.3578619708
745	0.3578203729
746	0.3577722741
747	0.3576955706
748	0.3576592079
749	0.3576106973
750	0.3575216668
751	0.3574635204
752	0.3574108051
753	0.3573343305
754	0.357209913
755	0.3571486893
756	0.357104509
757	0.3570327526
758	0.3569645539
759	0.3568679969
760	0.3568038297
761	0.3567015485
762	0.3566660032
763	0.3566369059
764	0.3565652343
765	0.3565407435
766	0.356470563
767	0.3563876573
768	0.3563404459
769	0.3562918875
770	0.3562577084
771	0.3562318134
772	0.3561132998
773	0.356025169
774	0.3559361939
775	0.3558745056
776	0.3557921619
777	0.3557297014
778	0.3556654711
779	0.3555700667
780	0.3554579302
781	0.3554150653
782	0.3553828507
783	0.3553590065
784	0.3552927549
785	0.3552110902
786	0.3551310486
787	0.3550263464
788	0.3549691375
789	0.3549260829
790	0.3548995969
791	0.354865298
792	0.354770826
793	0.3547448132
794	0.3546843237
795	0.35459507
796	0.354546764
797	0.3544174371
798	0.3543504263
799	0.3542766972
800	0.3542423408
801	0.3541774377
802	0.3541023112
803	0.3540374698
804	0.3539220371
805	0.353865193
806	0.353789092
807	0.353762523
808	0.353695934
809	0.3536518355
810	0.3536272594
811	0.3535556167
812	0.3535089093
813	0.3534347213
814	0.3534080681
815	0.3533835488
816	0.353275924
817	0.3531902933
818	0.3530438858
819	0.352984878
820	0.352960725
821	0.3528804308
822	0.3527632632
823	0.3527296739
824	0.3527060247
825	0.3526347985
826	0.3525674771
827	0.3524200945
828	0.3524050131
829	0.3523573946
830	0.3523342521
831	0.3522682492
832	0.3522076116
833	0.3520954152
834	0.3520801028
835	0.3520330612
836	0.3519871121
837	0.3519071551
838	0.3518145873
839	0.3517200216
840	0.3516621087
841	0.3515988924
842	0.3515736221
843	0.3514673461
844	0.3513592234
845	0.351271231
846	0.3512079876
847	0.3511450491
848	0.3511160082
849	0.3510520282
850	0.3509461487
851	0.3508817179
852	0.3508431241
853	0.35080846
854	0.3507447343
855	0.3506920529
856	0.3506361353
857	0.3505542366
858	0.3504938535
859	0.3504266454
860	0.3503902198
861	0.3502874272
862	0.3502060936
863	0.3501150388
864	0.3500401995
865	0.349972092
866	0.349892105
867	0.3498125647
868	0.3497329443
869	0.3496350406
870	0.3495414919
871	0.3495083461
872	0.3494400375
873	0.3493993703
874	0.3493929388
875	0.3493323611
876	0.3492851246
877	0.34926204
878	0.349221036
879	0.3491938212
880	0.3491513847
881	0.3490641597
882	0.3490159088
883	0.3489314874
884	0.3488552063
885	0.3488136343
886	0.3487604396
887	0.3487274111
888	0.3486531941
889	0.3486126131
890	0.3485499571
891	0.3485130262
892	0.3484750491
893	0.3483986262
894	0.3483152131
895	0.3482532073
896	0.3482210498
897	0.3481923747
898	0.3481701595
899	0.3480819458
900	0.3480167892
901	0.3479974659
902	0.3479659251
903	0.3479272416
904	0.3478659892
905	0.3477803593
906	0.3477485604
907	0.3477209239
908	0.3476976697
909	0.3476817458
910	0.3476406292
911	0.3476238057
912	0.3475689181
913	0.3475341471
914	0.3475127183
915	0.3474548912
916	0.3474252618
917	0.3474074278
918	0.3473872612
919	0.347339629
920	0.3472630387
921	0.3472110827
922	0.3471577947
923	0.3470687226
924	0.3470335604
925	0.3470102222
926	0.3469487729
927	0.346896392
928	0.3467938323
929	0.3467266529
930	0.3466502617
931	0.3465929692
932	0.346537165
933	0.346468866
934	0.3463199597
935	0.3462778823
936	0.346254291
937	0.3462307268
938	0.3461780387
939	0.3461636303
940	0.3460920975
941	0.3459971709
942	0.3459496611
943	0.3459268955
944	0.3458646314
945	0.3457351103
946	0.3457047767
947	0.3455963687
948	0.3455471635
949	0.3454780697
950	0.3454491423
951	0.3453685363
952	0.3452826561
953	0.3451736075
954	0.3450949404
955	0.3450418874
956	0.3449807681
957	0.344943463
958	0.3448552108
959	0.3447824747
960	0.3447223744
961	0.3446446334
962	0.3446215097
963	0.3445458197
964	0.3444988331
965	0.3444246049
966	0.344330721
967	0.3442618996
968	0.344192923
969	0.3441452958
970	0.3441100768
971	0.3440729485
972	0.3439605551
973	0.3439165744
974	0.3437982588
975	0.3437123215
976	0.3436591843
977	0.3436070874
978	0.3435420443
979	0.3434770557
980	0.3434115601
981	0.3433479794
982	0.3433000669
983	0.3432568424
984	0.343220803
985	0.3431651919
986	0.3431216602
987	0.3430249386
988	0.3429471438
989	0.3428900194
990	0.342860869
991	0.3428189945
992	0.3427611915
993	0.3426592171
994	0.3426099554
995	0.3425644561
996	0.342534742
997	0.3424563889
998	0.3423997357
999	0.3422992782
